Type,Trans Date,Post Date,Description,Amount,Category,Memo,,,,,,,,,
Sale,12/21/2018,12/21/2018,SAN BRUNO IHAW IHAW INC,-67.55,y,,,,,,,,,,
Sale,12/21/2018,12/21/2018,ELIO'S FAMILY RESTAURANT,-38.41,y,,,,,,,,,,
Sale,12/19/2018,12/21/2018,SAFEWAY #639,-59.9,y,,,,,,,,,,
Sale,12/19/2018,12/20/2018,CHEVRON 0092038,-44.85,,,,,,,,,,,
Sale,12/19/2018,12/20/2018,LOSANGELESPASADENAOLDT,-185.16,y,,,,,,,,,,
Sale,12/19/2018,12/19/2018,UBER   *TRIP,-24.62,y,,,,,,,,,,
Sale,12/19/2018,12/19/2018,CHUTNEY,-10.39,y,,,,,,,,,,
Sale,12/19/2018,12/19/2018,IMRAN TAXI SERVICE,-49.5,y,,,,,,,,,,
Sale,12/17/2018,12/19/2018,MISSION BAR AND GRILL,-29.63,y,,,,,,,,,,
Sale,12/17/2018,12/19/2018,TAXI SVC LOS ANGELES,-57.3,y,,,,,,,,,,
Sale,12/18/2018,12/18/2018,CHUTNEY,-11.95,y,,,,,,,,,,
Sale,12/17/2018,12/18/2018,IMRAN TAXI SERVICE,-50.25,y,,,,,,,,,,
Payment,12/16/2018,12/17/2018,Payment Thank You - Web,1000,y,,,,,,,,,,
Sale,12/15/2018,12/17/2018,TOTAL WINE AND MORE 1128,-65.38,y,,,,,,,,,,
Sale,12/15/2018,12/17/2018,BJS RESTAURANTS 443,-31.74,y,,,,,,,,,,
Adjustment,12/15/2018,12/16/2018,TRAVEL CREDIT $300/YEAR,250.25,y,,,,,,,,,,
Sale,12/15/2018,12/16/2018,SPRINGHILL SUITES EL P,-777.87,y,,,,,,,,,,
Sale,12/15/2018,12/16/2018,IMRAN TAXI SERVICE,-49.75,y,,,,,,,,,,
Adjustment,12/15/2018,12/16/2018,TRAVEL CREDIT $300/YEAR,49.75,y,,,,,,,,,,
Sale,12/14/2018,12/16/2018,CLASICO KITCHEN BAR,-15.45,y,,,,,,,,,,
Sale,12/14/2018,12/16/2018,FAMOUS DAVES WEST,-16.63,y,,,,,,,,,,
Sale,12/14/2018,12/16/2018,CIRCLE K 06126,-16.85,y,,,,,,,,,,
Sale,12/14/2018,12/16/2018,HERTZ RENT-A-CAR,-293.61,y,,,,,,,,,,
Sale,12/13/2018,12/14/2018,CHIPOTLE 3181,-9.74,y,,,,,,,,,,
Sale,12/12/2018,12/13/2018,WAL-MART #5717,-39.86,y,,,,,,,,,,
Sale,12/12/2018,12/13/2018,CHIPOTLE 3181,-12.29,y,,,,,,,,,,
Sale,12/12/2018,12/13/2018,WAL-MART #1015,-3.97,y,,,,,,,,,,
Sale,12/11/2018,12/12/2018,CHIPOTLE 3181,-12.29,y,,,,,,,,,,
Sale,12/10/2018,12/11/2018,KLEIN'S DELI - F,-50.47,y,,,,,,,,,,
Sale,12/10/2018,12/11/2018,WAL-MART #1015,-12.35,y,,,,,,,,,,
Sale,12/10/2018,12/11/2018,CHIPOTLE 3181,-12.29,y,,,,,,,,,,
Sale,12/9/2018,12/10/2018,IMRAN TAXI SERVICE,-50.85,y,,,,,,,,,,
Sale,12/8/2018,12/9/2018,STACKS,-49.24,y,,,,,,,,,,
Sale,12/8/2018,12/9/2018,SPRINGHILL SUITES EL P,-777.87,y,,,,,,,,,,
Sale,12/8/2018,12/9/2018,IMRAN TAXI SERVICE,-51.45,y,,,,,,,,,,
Sale,12/7/2018,12/9/2018,PGA ELP,-26.04,y,,,,,,,,,,
Sale,12/7/2018,12/9/2018,HERTZ RENT-A-CAR,-293.61,y,,,,,,,,,,
Sale,12/7/2018,12/9/2018,CIRCLE K 06126,-16.52,y,,,,,,,,,,
Sale,12/6/2018,12/7/2018,WAL-MART #1015,-9.24,y,,,,,,,,,,
Sale,12/6/2018,12/7/2018,CHIPOTLE 3181,-12.29,y,,,,,,,,,,
Sale,12/5/2018,12/6/2018,WAL-MART #4366,-9.54,y,,,,,,,,,,
Sale,12/5/2018,12/6/2018,CHIPOTLE 3181,-12.29,y,,,,,,,,,,
Sale,12/5/2018,12/6/2018,CHILI'S EL PASO I,-27.93,y,,,,,,,,,,
Sale,12/4/2018,12/6/2018,UNITED      0162428662151,-217.4,y,,,,,,,,,,
Sale,12/4/2018,12/5/2018,CHIPOTLE 3181,-12.29,y,,,,,,,,,,
Sale,12/3/2018,12/4/2018,CHIPOTLE 3181,-12.02,y,,,,,,,,,,
Sale,12/3/2018,12/4/2018,SAN FRANCISCO GIANTS CLU,-36.67,y,,,,,,,,,,
Sale,12/3/2018,12/4/2018,FAMOUS DAVES WEST,-20.84,y,,,,,,,,,,
Sale,12/2/2018,12/3/2018,IMRAN TAXI SERVICE,-51.65,y,,,,,,,,,,
Sale,12/1/2018,12/2/2018,MAGNOLIA HOTEL HOUSTON,-934.31,y,,,,,,,,,,
Payment,12/1/2018,12/2/2018,Payment Thank You - Web,4500,y,,,,,,,,,,
Sale,12/1/2018,12/2/2018,IMRAN TAXI SERVICE,-51.1,y,,,,,,,,,,
Sale,11/30/2018,12/2/2018,THE LOCAL C IAH,-25.46,y,,,,,,,,,,
Sale,11/30/2018,12/2/2018,MAGNOLIA HOUSTON CLUB,-12.83,y,,,,,,,,,,
Sale,11/29/2018,12/2/2018,MAGNOLIA HOUSTON CLUB,-51.47,y,,,,,,,,,,
Sale,11/29/2018,12/2/2018,MAGNOLIA HOUSTON CLUB,-12.83,y,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Sale,11/28/2018,11/30/2018,MAGNOLIA HOUSTON CLUB,-12.83,y,,,,,,,,,,
Sale,11/28/2018,11/30/2018,THE BLUE FISH BAYOU PLACE,-54.79,y,,,,,,,,,,
Sale,11/28/2018,11/29/2018,BARNABYS CAFE - CONGRE,-77.82,y,,,,,,,,,,
Sale,11/27/2018,11/29/2018,MAGNOLIA HOUSTON CLUB,-13.83,y,,,,,,,,,,
Sale,11/28/2018,11/28/2018,UBER   *TRIP YM34A,-6.1,y,,,,,,,,,,
Sale,11/28/2018,11/28/2018,UBER   *TRIP YM34A,-2,y,,,,,,,,,,
Sale,11/27/2018,11/28/2018,GROTTO GRB HOUSTON,-47.63,y,,,,,,,,,,
Sale,11/27/2018,11/28/2018,TST* CAFE EXPRESS - DOWNT,-35.56,y,,,,,,,,,,
Sale,11/26/2018,11/28/2018,MAGNOLIA HOUSTON CLUB,-43.89,y,,,,,,,,,,
Sale,11/26/2018,11/28/2018,MAGNOLIA HOUSTON CLUB,-12.83,y,,,,,,,,,,
Sale,11/26/2018,11/27/2018,FOSTER CITY PED MEDICAL,-5.78,y,,,,,,,,,,
Sale,11/26/2018,11/27/2018,CHIPOTLE 0347,-12.02,y,,,,,,,,,,
Sale,11/26/2018,11/27/2018,SAN FRANCISCO GIANTS CLU,-30.35,y,,,,,,,,,,
Sale,11/26/2018,11/26/2018,UBER   *TRIP 3FQ5A,-28.44,y,,,,,,,,,,
Sale,11/25/2018,11/26/2018,IMRAN TAXI SERVICE,-48.9,y,,,,,,,,,,
Sale,11/25/2018,11/26/2018,UNITED      0162427239268,-32.83,y,,,,,,,,,,
Sale,11/24/2018,11/26/2018,THE FISH MARKET SM,-190.07,y,,,,,,,,,,
Sale,11/22/2018,11/23/2018,LOSANGELESPASADENAOLDT,-757.38,y,,,,,,,,,,
Sale,11/21/2018,11/23/2018,LAX SINCLAIR,-14.36,y,,,,,,,,,,
Sale,11/21/2018,11/23/2018,HERTZ RENT-A-CAR,-249.84,y,,,,,,,,,,
Sale,11/22/2018,11/22/2018,IMRAN TAXI SERVICE,-49.55,y,,,,,,,,,,
Sale,11/21/2018,11/22/2018,SQ *FATHER NATURE BISTRO,-39.69,y,,,,,,,,,,
Sale,11/20/2018,11/22/2018,UNITED      0162426735045,-550.6,y,,,,,,,,,,
Sale,11/20/2018,11/21/2018,UNITED      0162426688341,-607.6,y,,,,,,,,,,
Sale,11/20/2018,11/21/2018,SQ *FATHER NATURE BISTRO,-35.59,y,,,,,,,,,,
Sale,11/19/2018,11/21/2018,SUBWAY        03439023,-18.47,y,,,,,,,,,,
Sale,11/19/2018,11/20/2018,KLEIN'S DELI - E,-13.04,y,,,,,,,,,,
Sale,11/19/2018,11/19/2018,IMRAN TAXI SERVICE,-49,y,,,,,,,,,,
,,,,,,,,,,,,,,,
Sale,11/17/2018,11/18/2018,IMRAN TAXI SERVICE,-50.05,y,,,,,,,,,,
Sale,11/17/2018,11/18/2018,SQ *LA MORDIDA HILLSDALE,-32.65,y,,,,,,,,,,
Sale,11/17/2018,11/18/2018,MAGNOLIA HOTEL HOUSTON,-1480.7,y,,,,,,,,,,
Sale,11/16/2018,11/18/2018,UBER   *TRIP VJNRY,-29.22,y,,,,,,,,,,
Sale,11/16/2018,11/18/2018,UNITED      0162426133442,-191.4,y,,,,,,,,,,
Sale,11/16/2018,11/18/2018,THE LOCAL C IAH,-24.8,y,,,,,,,,,,
Sale,11/15/2018,11/18/2018,MAGNOLIA HOUSTON CLUB,-12.83,y,,,,,,,,,,
Sale,11/15/2018,11/18/2018,MAGNOLIA HOUSTON CLUB,-50.3,y,,,,,,,,,,
Sale,11/15/2018,11/16/2018,CHIPOTLE 0347,-13.37,y,,,,,,,,,,
Sale,11/14/2018,11/16/2018,MAGNOLIA HOUSTON CLUB,-12.83,y,,,,,,,,,,
Payment,11/15/2018,11/15/2018,Payment Thank You - Web,1500,y,,,,,,,,,,
Sale,11/14/2018,11/15/2018,CHIPOTLE 0347,-9.63,y,,,,,,,,,,
Sale,11/13/2018,11/14/2018,MAGNOLIA HOUSTON CLUB,-12.83,y,,,,,,,,,,
Sale,11/13/2018,11/14/2018,CHIPOTLE 0347,-12.02,y,,,,,,,,,,
Sale,11/13/2018,11/14/2018,MAGNOLIA HOUSTON CLUB,-54.55,y,,,,,,,,,,
Sale,11/12/2018,11/14/2018,KIRBERG MOTORS INC,-704.41,y,,,,,,,,,,
Sale,11/12/2018,11/14/2018,UNITED      0162425609508,-640.4,y,,,,,,,,,,
Sale,11/12/2018,11/14/2018,MAGNOLIA HOUSTON CLUB,-49.38,y,,,,,,,,,,
Sale,11/12/2018,11/14/2018,MAGNOLIA HOUSTON CLUB,-16.07,y,,,,,,,,,,
Sale,11/12/2018,11/13/2018,UBER   *TRIP 4MRX6,-38.35,y,,,,,,,,,,
Sale,11/12/2018,11/13/2018,CHIPOTLE 0347,-10.99,y,,,,,,,,,,
Sale,11/12/2018,11/13/2018,KLEIN'S DELI - F,-16.64,y,,,,,,,,,,
Sale,11/11/2018,11/12/2018,IMRAN TAXI SERVICE,-48.6,y,,,,,,,,,,
Sale,11/10/2018,11/12/2018,IHOP #1719,-33.82,y,,,,,,,,,,
Sale,11/10/2018,11/12/2018,SEAFOOD CITY SUPERM,-49.62,y,,,,,,,,,,
Sale,11/10/2018,11/11/2018,IMRAN TAXI SERVICE,-48.75,y,,,,,,,,,,
Sale,11/10/2018,11/11/2018,SUGANDH INDIAN RESTAURANT,-66.22,y,,,,,,,,,,
Sale,11/10/2018,11/11/2018,PATRICIA KERRIGAN,-55,y,,,,,,,,,,
Sale,11/10/2018,11/11/2018,COURTYARD BY MARRIOTT,-1239.49,y,,,,,,,,,,
Sale,11/10/2018,11/11/2018,UBER   *TRIP P6PN4,-8.3,y,,,,,,,,,,
Sale,11/9/2018,11/11/2018,SQ *WAGSY?S BREAKFAST SHA,-5,y,,,,,,,,,,
Sale,11/9/2018,11/11/2018,COUNTRY CAT AT PDX,-14.5,y,,,,,,,,,,
Sale,11/8/2018,11/11/2018,KILLER BURGER DOWNTOWN,-15,y,,,,,,,,,,
Sale,11/8/2018,11/9/2018,SQ *WAGSY?S BREAKFAST SHA,-7,y,,,,,,,,,,
Sale,11/7/2018,11/9/2018,MOONLIGHT MEDITERRANEAN,-18.98,y,,,,,,,,,,
Sale,11/7/2018,11/9/2018,MOTHERS BISTRO &amp; BAR,-13.5,y,,,,,,,,,,
Sale,11/6/2018,11/7/2018,PORTLAND BURGER,-20.56,y,,,,,,,,,,
Sale,11/6/2018,11/7/2018,UBER   *TRIP OCL3A,-8.87,y,,,,,,,,,,
Sale,11/6/2018,11/7/2018,MOTHERS BISTRO &amp; BAR,-14.5,y,,,,,,,,,,
Sale,11/6/2018,11/7/2018,UBER   *TRIP KF2SB,-8.32,y,,,,,,,,,,
Sale,11/5/2018,11/7/2018,THE ORIGINAL COURTYARD,-18.5,y,,,,,,,,,,
Sale,11/5/2018,11/7/2018,MEDITERRANEAN FOODS,-17.49,,,,,,,,,,,
Sale,11/5/2018,11/6/2018,KLEIN'S DELI - E,-13.04,y,,,,,,,,,,
Sale,11/4/2018,11/6/2018,81 HENRYS 12TH ST  TAVERN,-17.95,y,,,,,,,,,,
Sale,11/5/2018,11/5/2018,IMRAN TAXI SERVICE,-51.15,y,,,,,,,,,,
Payment,11/3/2018,11/4/2018,Payment Thank You - Web,800,y,,,,,,,,,,
Sale,11/3/2018,11/4/2018,UNITED      0162424299181,-269.4,y,,,,,,,,,,
Sale,11/3/2018,11/4/2018,RAINBOW PIZZA,-50.57,y,,,,,,,,,,
Sale,11/2/2018,11/4/2018,SAFEWAY #639,-46.54,,,,,,,,,,,
,,,,,,,,,,,,,,,
Payment,11/2/2018,11/2/2018,Payment Thank You - Web,2000,y,,,,,,,,,,
Sale,10/30/2018,11/1/2018,UNITED      0162423772210,#NAME?,y,,,,,,,,,,
Sale,10/30/2018,11/1/2018,STARBUCKS STORE 05570,-4.9,y,,,,,,,,,,
Sale,10/30/2018,10/31/2018,UBER   *TRIP HWPWN,-9.58,y,,,,,,,,,,
Sale,10/30/2018,10/31/2018,AUTOBAHN MOTORS,-205.88,y,,,,,,,,,,
Sale,10/26/2018,10/28/2018,NEW ENGLAND LOBSTER MARK,-54.49,y,,,,,,,,,,
Sale,10/20/2018,10/22/2018,NEW ENGLAND LOBSTER MARK,-85.38,y,,,,,,,,,,
Sale,10/20/2018,10/21/2018,HOBEE'S #4,-36.68,y,,,,,,,,,,
Sale,10/18/2018,10/21/2018,SAFEWAY #639,-66.41,y,,,,,,,,,,
Sale,10/18/2018,10/19/2018,CHEVRON 0092038,-70.94,,,,,,,,,,,
Payment,10/17/2018,10/17/2018,Payment Thank You - Web,1000,y,,,,,,,,,,
Sale,10/13/2018,10/15/2018,LEE'S SANDWICHES,-20.09,y,,,,,,,,,,
Sale,10/13/2018,10/14/2018,IMRAN TAXI SERVICE,-51.85,y,,,,,,,,,,
Sale,10/13/2018,10/14/2018,CHEVRON 0092038,-9.83,,,,,,,,,,,
Sale,10/12/2018,10/14/2018,DELTA BY MARRIOTT RICH,-1093.34,y,,,,,,,,,,
Sale,10/12/2018,10/14/2018,HUDSON ST1417,-9.83,y,,,,,,,,,,
Sale,10/12/2018,10/14/2018,HERTZ RENT-A-CAR,-265.83,y,,,,,,,,,,
Sale,10/12/2018,10/14/2018,DELTA BY MARRIOTT RICH,-63.2,y,,,,,,,,,,
Sale,10/12/2018,10/14/2018,WOODY CREEK BAKERY &amp; C,-27.89,y,,,,,,,,,,
Sale,10/11/2018,10/14/2018,DELTA BY MARRIOTT RICH,-47.61,y,,,,,,,,,,
Sale,10/11/2018,10/12/2018,QUIZNOS SUB #825,-16.91,y,,,,,,,,,,
Sale,10/10/2018,10/12/2018,DELTA BY MARRIOTT RICH,-58.77,y,,,,,,,,,,
Sale,10/9/2018,10/11/2018,DELTA BY MARRIOTT RICH,-66.4,y,,,,,,,,,,
Sale,10/8/2018,10/10/2018,LANIER PARKING 21044900,-21,y,,,,,,,,,,
Sale,10/8/2018,10/9/2018,KLEIN'S DELI - E,-8.6,y,,,,,,,,,,
Sale,10/7/2018,10/9/2018,SFOUNION STREET GASTRO,-22.26,y,,,,,,,,,,
Sale,10/6/2018,10/9/2018,LAKE CHABOT G.C.,-35,y,,,,,,,,,,
Sale,10/7/2018,10/8/2018,IMRAN TAXI SERVICE,-51.85,y,,,,,,,,,,
Sale,10/6/2018,10/8/2018,LEE'S SANDWICHES,-25.09,y,,,,,,,,,,
Sale,10/4/2018,10/7/2018,UNITED      0162420092808,-216.4,y,,,,,,,,,,
Payment,10/4/2018,10/4/2018,Payment Thank You - Web,4500,y,,,,,,,,,,
Sale,9/29/2018,10/2/2018,LAKE CHABOT G.C.,-52,y,,,,,,,,,,
Payment,9/29/2018,9/30/2018,Payment Thank You - Web,2000,y,,,,,,,,,,
,,,,,,,,,,,,,,,
Sale,9/27/2018,9/28/2018,FAIRFIELD INN &amp; SUITES,-277.67,y,,,,,,,,,,
Sale,9/26/2018,9/28/2018,CAPERS MARKET,-17.45,y,,,,,,,,,,
Sale,9/26/2018,9/27/2018,KLEIN'S DELI - F,-15.53,y,,,,,,,,,,
Sale,9/26/2018,9/27/2018,UBER   *TRIP 5RAMV,-42.92,y,,,,,,,,,,
Sale,9/26/2018,9/27/2018,SQ *SAN FRANCISCO TAXI,-49.45,y,,,,,,,,,,
Sale,9/25/2018,9/27/2018,UNITED      0162418743269,-606.4,y,,,,,,,,,,
Sale,9/26/2018,9/26/2018,UBER   *TRIP UOACY,-21.96,y,,,,,,,,,,
Sale,9/26/2018,9/26/2018,UBER   *TRIP IZ2XK,-30.79,y,,,,,,,,,,
Sale,9/25/2018,9/26/2018,UBER   *TRIP GQD3P,-27.57,y,,,,,,,,,,
Sale,9/22/2018,9/26/2018,LAKE CHABOT G.C.,-52,y,,,,,,,,,,
Payment,9/23/2018,9/23/2018,Payment Thank You - Web,500,y,,,,,,,,,,
Sale,9/22/2018,9/23/2018,IMRAN TAXI SERVICE,-49.9,y,,,,,,,,,,
Sale,9/22/2018,9/23/2018,MARRIOTT GRAND CHATEAU,-780.06,y,,,,,,,,,,
Sale,9/21/2018,9/23/2018,CHEVRON 0206965,-14.58,y,,,,,,,,,,
Sale,9/21/2018,9/23/2018,TAXI SVC LAS VEGAS,-20.76,y,,,,,,,,,,
Sale,9/21/2018,9/23/2018,HUDSONNEWS  ST955,-5.79,y,,,,,,,,,,
Sale,9/21/2018,9/23/2018,HERTZ RENT-A-CAR,-266.11,y,,,,,,,,,,
Sale,9/21/2018,9/23/2018,HUDSON ST1374,-4.86,y,,,,,,,,,,
Sale,9/21/2018,9/23/2018,CHICKEN NOW @ LAS VEGAS O,-17.08,y,,,,,,,,,,
Sale,9/20/2018,9/23/2018,MR. MAMAS BREAKFAST &amp; LUN,-57.31,y,,,,,,,,,,
Sale,9/20/2018,9/21/2018,SQ *OCEAN ONE GRILLE,-77.8,y,,,,,,,,,,
Sale,9/19/2018,9/21/2018,MARRIOTT POS GRND CHAT,-50.57,y,,,,,,,,,,
Sale,9/18/2018,9/20/2018,MARRIOTT POS GRND CHAT,-55.9,y,,,,,,,,,,
Sale,9/18/2018,9/19/2018,WHOLEFDS LVB 10286,-31.09,y,,,,,,,,,,
Sale,9/17/2018,9/19/2018,MARRIOTT POS GRND CHAT,-54.82,y,,,,,,,,,,
Sale,9/17/2018,9/19/2018,KLEIN'S DELI - E,-15.53,y,,,,,,,,,,
Sale,9/17/2018,9/19/2018,MARRIOTT POS GRND CHAT,-9.02,y,,,,,,,,,,
Sale,9/17/2018,9/18/2018,SOHO JAPANESE RESTAURANT,-31.15,y,,,,,,,,,,
Sale,9/17/2018,9/17/2018,IMRAN TAXI SERVICE,-50.1,y,,,,,,,,,,
Sale,9/15/2018,9/17/2018,POPPY RIDGE GOLF COURSE,-97,y,,,,,,,,,,
Sale,9/15/2018,9/16/2018,CHEVRON 0092038,-65.04,,,,,,,,,,,
Sale,9/11/2018,9/13/2018,76 - CRYSTAL SPRINGS,-37.38,y,,,,,,,,,,
Sale,9/11/2018,9/13/2018,UNITED      0162924524095,-200,y,,,,,,,,,,
Sale,9/11/2018,9/12/2018,PATRICIA KERRIGAN,-55,y,,,,,,,,,,
Sale,9/10/2018,9/12/2018,CRYSTAL SPRINGS GOLF COUR,-12,y,,,,,,,,,,
Sale,9/8/2018,9/11/2018,LAKE CHABOT G.C.,-52,y,,,,,,,,,,
Sale,9/8/2018,9/10/2018,LEE'S SANDWICHES,-23.5,y,,,,,,,,,,
Sale,9/7/2018,9/10/2018,SUNNYVALE GOLF COURSE,-28,y,,,,,,,,,,
Payment,9/4/2018,9/4/2018,Payment Thank You - Web,750,y,,,,,,,,,,
Sale,9/2/2018,9/3/2018,TST* PANTRY FAMILY RESTAR,-37.17,y,,,,,,,,,,
Sale,9/1/2018,9/3/2018,UNITED      0162415277027,-432.4,y,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Sale,9/1/2018,9/2/2018,SPRINGHILL SUITES DOWN,-872.3,y,,,,,,,,,,
Sale,9/1/2018,9/2/2018,IMRAN TAXI SERVICE,-49.5,y,,,,,,,,,,
Sale,9/1/2018,9/2/2018,SPRINGHILL SUITES DOWN,-87.4,y,,,,,,,,,,
Sale,9/1/2018,9/2/2018,CHAVEZ SUPERMARKET,-52.08,y,,,,,,,,,,
Sale,8/31/2018,9/2/2018,SUBWAY        03125192,-9.44,y,,,,,,,,,,
Sale,8/31/2018,9/2/2018,HERTZ RENT-A-CAR,-202.97,y,,,,,,,,,,
Sale,8/31/2018,9/2/2018,SQ *RUNWAY 901 BAR &amp; GRIL,-18.47,y,,,,,,,,,,
Sale,8/31/2018,9/2/2018,MOES SWEST GRILL MEM,-19.97,y,,,,,,,,,,
Sale,8/31/2018,9/2/2018,EXXONMOBIL    47899703,-5.66,y,,,,,,,,,,
Sale,8/30/2018,9/2/2018,BLUES CITY CAFE,-29.41,y,,,,,,,,,,
Sale,8/30/2018,9/2/2018,TGI FRIDAYS 1938,-50.75,y,,,,,,,,,,
Sale,8/29/2018,8/31/2018,UNITED      0162414820524,-971.6,y,,,,,,,,,,
Sale,8/29/2018,8/30/2018,FLYING FISH,-20.93,y,,,,,,,,,,
Sale,8/28/2018,8/30/2018,HUEY'S DOWNTOWN,-24.96,y,,,,,,,,,,
Payment,8/29/2018,8/29/2018,Payment Thank You - Web,2800,y,,,,,,,,,,
Sale,8/28/2018,8/29/2018,BARDOG TAVERN,-36.58,y,,,,,,,,,,
Sale,8/27/2018,8/29/2018,GORDON BIERSCH SFO,-20.88,y,,,,,,,,,,
Sale,8/27/2018,8/28/2018,IMRAN TAXI SERVICE,-48.15,y,,,,,,,,,,
Sale,8/27/2018,8/28/2018,CVS/PHARMACY #09977,-53.97,y,,,,,,,,,,
Sale,8/25/2018,8/28/2018,LAKE CHABOT G.C.,-52,y,,,,,,,,,,
Sale,8/26/2018,8/27/2018,CVS/PHARMACY #09977,-16.88,y,,,,,,,,,,
Sale,8/25/2018,8/27/2018,LEE'S SANDWICHES,-21.04,y,,,,,,,,,,
Sale,8/24/2018,8/26/2018,SPRINGHILL SUITES DOWN,-817.26,y,,,,,,,,,,
Sale,8/24/2018,8/26/2018,SPRINGHILL SUITES DOWN,-87.4,y,,,,,,,,,,
Sale,8/24/2018,8/26/2018,IMRAN TAXI SERVICE,-48.7,y,,,,,,,,,,
Sale,8/23/2018,8/26/2018,SUBWAY        03125192,-9.06,y,,,,,,,,,,
Sale,8/23/2018,8/26/2018,HERTZ RENT-A-CAR,-202.97,y,,,,,,,,,,
Sale,8/23/2018,8/26/2018,EXXONMOBIL    47899703,-6.29,y,,,,,,,,,,
Sale,8/23/2018,8/24/2018,BARDOG TAVERN,-46.39,y,,,,,,,,,,
Sale,8/23/2018,8/24/2018,JIM NEELY'S INTERS,-27.22,y,,,,,,,,,,
Sale,8/22/2018,8/24/2018,BLUES CITY CAFE,-27.96,y,,,,,,,,,,
,,,,,,,,,,,,,,,
Sale,8/21/2018,8/23/2018,KOOKY CANUCK,-28.34,y,,,,,,,,,,
Sale,8/21/2018,8/22/2018,FLIGHT RESTAURANT AND W,-72.09,y,,,,,,,,,,
Sale,8/21/2018,8/22/2018,BARDOG TAVERN,-36.65,y,,,,,,,,,,
Sale,8/20/2018,8/22/2018,Peabody Garage,-9,y,,,,,,,,,,
Sale,8/20/2018,8/21/2018,FLYING FISH,-18.29,y,,,,,,,,,,
Sale,8/20/2018,8/21/2018,KLEIN'S DELI - F,-16.53,y,,,,,,,,,,
Sale,8/19/2018,8/20/2018,IMRAN TAXI SERVICE,-49.35,y,,,,,,,,,,
Sale,8/18/2018,8/19/2018,IMRAN TAXI SERVICE,-48.55,y,,,,,,,,,,
Sale,8/17/2018,8/19/2018,HERTZ RENT-A-CAR,-409.06,y,,,,,,,,,,
Sale,8/17/2018,8/19/2018,RED ROBIN NO 62,-25.56,y,,,,,,,,,,
Sale,8/17/2018,8/19/2018,ELWAYS,-28.11,y,,,,,,,,,,
Sale,8/17/2018,8/19/2018,CONOCO - UNITED PACIFIC 6,-42.98,y,,,,,,,,,,
Sale,8/16/2018,8/19/2018,SAFEWAY #1792,-28.61,y,,,,,,,,,,
Sale,8/16/2018,8/17/2018,CHILI'S POWERS,-21.13,y,,,,,,,,,,
Sale,8/15/2018,8/17/2018,RADISSON HOTELS CO SP F/,-55.47,y,,,,,,,,,,
Payment,8/15/2018,8/16/2018,Payment Thank You - Web,2500,y,,,,,,,,,,
Sale,8/14/2018,8/16/2018,TUCANOS BRAZILIAN GRIL,-52.36,y,,,,,,,,,,
Sale,8/14/2018,8/16/2018,SAFEWAY #1792,-26.95,y,,,,,,,,,,
Sale,8/13/2018,8/15/2018,SAFEWAY #1792,-31.08,y,,,,,,,,,,
Sale,8/13/2018,8/14/2018,KLEIN'S DELI - F,-19.14,y,,,,,,,,,,
Sale,8/13/2018,8/14/2018,MIMIS CAFE 83,-18.67,y,,,,,,,,,,
Sale,8/12/2018,8/14/2018,SAFEWAY #1792,-39.41,y,,,,,,,,,,
Sale,8/11/2018,8/14/2018,LAKE CHABOT G.C.,-52,y,,,,,,,,,,
Sale,8/12/2018,8/13/2018,IMRAN TAXI SERVICE,-49.55,y,,,,,,,,,,
Sale,8/12/2018,8/13/2018,RTI* Radisson Hotel Color,-1593.6,y,,,,,,,,,,
Payment,8/11/2018,8/12/2018,Payment Thank You - Web,300,y,,,,,,,,,,
,,,,,,,,,,,,,,,
Sale,8/8/2018,8/10/2018,UNITED      0162411833456,-652.1,y,,,,,,,,,,
Sale,8/8/2018,8/10/2018,UNITED      0162411828436,-652.1,y,,,,,,,,,,
Sale,8/8/2018,8/9/2018,CHEVRON 0092038,-30,y,,,,,,,,,,
Sale,8/6/2018,8/8/2018,SHELL OIL 57444677702,-37.31,,,,,,,,,,,
Sale,8/5/2018,8/7/2018,LAKE CHABOT G.C.,-52,y,,,,,,,,,,
Sale,8/4/2018,8/5/2018,IMRAN TAXI SERVICE,-49.75,y,,,,,,,,,,
Sale,8/4/2018,8/5/2018,SPRINGHILL SUITES SO C,-227.23,y,,,,,,,,,,
Sale,8/3/2018,8/5/2018,AVIATOR'S BBQ,-26.76,y,,,,,,,,,,
Sale,8/3/2018,8/5/2018,SPRINGHILL SUITES SO C,-760.07,y,,,,,,,,,,
Sale,8/3/2018,8/5/2018,CORNER STORE 4051,-33.8,y,,,,,,,,,,
Sale,8/3/2018,8/5/2018,HERTZ RENT-A-CAR,-409.06,y,,,,,,,,,,
Sale,8/2/2018,8/5/2018,TUCANOS BRAZILIAN GRIL,-21.62,y,,,,,,,,,,
Sale,8/2/2018,8/5/2018,SAFEWAY #1792,-25.94,y,,,,,,,,,,
Sale,8/2/2018,8/3/2018,RED ROBIN NO 62,-17.64,y,,,,,,,,,,
Sale,8/1/2018,8/3/2018,THE AIRPLANE RESTAURANT,-41.41,y,,,,,,,,,,
Sale,8/1/2018,8/2/2018,CHILI'S POWERS,-91.04,y,,,,,,,,,,
Sale,7/31/2018,8/2/2018,SAFEWAY #1792,-40.31,y,,,,,,,,,,
